"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1047187","08/17/2011","C","10/07/2013","3322 E 10th St","Kansas City","MO","64127","10007","Jackson","3","East","Lykins","39.101293","-94.541729","3322 E 10th St   64127 (39.101293, -94.541729)"
"1150326","12/29/2015","C","02/11/2016","4410 E 56TH ST","Kansas City","MO","64130","37923","Jackson","5","Metro","Swope Parkway-Elmwood","39.024227","-94.533664","4410 E 56TH ST   64130 (39.024227, -94.533664)"
"1223656","07/15/2019","C","10/12/2020","5415 E 27th Ter","Kansas City","MO","64128","21504","Jackson","3","East","South Blue Valley","39.075108","-94.519657","5415 E 27th Ter   64128 (39.075108, -94.519657)"
"1047891","08/19/2011","C","03/21/2018","3643 Wayne Ave","Kansas City","MO","64109","134548","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.059704","-94.564601","3643 Wayne Ave   64109 (39.059704, -94.564601)"
"1212272","01/08/2019","C","04/15/2019","3837 Indiana Ave","Kansas City","MO","64128","28034","Jackson","3","East","Palestine West And Oak Park Northeast","39.05561","-94.543997","3837 Indiana Ave   64128 (39.05561, -94.543997)"
"1115176","06/13/2014","C","07/08/2014","5615 BONITA AVE","Kansas City","MO","64128","21621","Jackson","3","East","South Blue Valley","39.073587","-94.517358","5615 BONITA AVE   64128 (39.073587, -94.517358)"
"1047567","08/18/2011","C","10/08/2012","4216 SPRUCE AVE","Kansas City","MO","64130","31723","Jackson","3","East","Vineyard Northwest","39.048919","-94.534572","4216 SPRUCE AVE   64130 (39.048919, -94.534572)"
"1060864","04/05/2012","C","02/02/2017","2208 CHELSEA AVE","Kansas City","MO","64127","18848","Jackson","3","East","East Community Team North","39.084898","-94.526825","2208 CHELSEA AVE   64127 (39.084898, -94.526825)"
"1149445","12/02/2015","C","02/02/2016","1955 PARK TOWER DR","Kansas City","MO","64126","21183","Jackson","3","East","Central Blue Valley And Park Tower Gardens","39.087048","-94.511549","1955 PARK TOWER DR   64126 (39.087048, -94.511549)"
"1150445","01/04/2016","C","06/03/2016","3247 E 77TH ST","Kansas City","MO","64132","4743","Jackson","5","Metro","Marlborough East","38.986484","-94.548345","3247 E 77TH ST   64132 (38.986484, -94.548345)"
"1203530","07/23/2018","C","08/06/2018","3701 E 68th St","Kansas City","MO","64132","2229","Jackson","5","Metro","Self Help Neighborhood Council","39.00268","-94.543694","3701 E 68th St   64132 (39.00268, -94.543694)"
"1081989","01/07/2013","C","08/30/2017","3702 E 61st St","Kansas City","MO","64130","621","Jackson","5","Metro","South Town Fork Creek","39.015832","-94.543145","3702 E 61st St   64130 (39.015832, -94.543145)"
"1154466","03/31/2016","C","05/13/2016","3611 E 58TH ST","Kansas City","MO","64130","37059","Jackson","5","Metro","North Town Fork Creek","39.02073","-94.54376","3611 E 58TH ST   64130 (39.02073, -94.54376)"
"1058194","02/29/2012","C","06/01/2015","7121 Chestnut Ave","Kansas City","MO","64132","3524","Jackson","5","Metro","Noble And Gregory Ridge","38.997141","-94.554285","7121 Chestnut Ave   64132 (38.997141, -94.554285)"
"1028248","09/27/2010","C","11/03/2014","1330 E 33rd St","Kansas City","MO","64109","125616","Jackson","3","Central","Center City","39.067035","-94.56801","1330 E 33rd St   64109 (39.067035, -94.56801)"
"1058672","03/08/2012","C","10/11/2013","1618 CYPRESS AVE","Kansas City","MO","64127","8601","Jackson","3","East","East Community Team North","39.091865","-94.530369","1618 CYPRESS AVE   64127 (39.091865, -94.530369)"
"1233273","12/27/2019","C","02/10/2020","4540 Virginia Ave","Kansas City","MO","64110","137969","Jackson","3","Central","Manheim Park","39.043762","-94.569632","4540 Virginia Ave   64110 (39.043762, -94.569632)"
"1191269","01/08/2018","C","03/30/2018","811 Spruce Ave","Kansas City","MO","64124","8165","Jackson","3","East","Lykins","39.102578","-94.531334","811 Spruce Ave   64124 (39.102578, -94.531334)"
"1048500","08/24/2011","C","06/05/2014","2536 CHESTNUT AVE","Kansas City","MO","64127","16589","Jackson","3","East","Washington Wheatley","39.079326","-94.550395","2536 CHESTNUT AVE   64127 (39.079326, -94.550395)"
"1208674","10/08/2018","C","11/14/2018","500 E 18th St","Kansas City","MO","64108","124623","Jackson","4","Central","Hospital Hill","39.091768","-94.577455","500 E 18th St   64108 (39.091768, -94.577455)"
"1049613","09/08/2011","C","08/03/2012","3712 COLLEGE AVE","Kansas City","MO","64128","29111","Jackson","3","East","Oak Park Northwest","39.058263","-94.545683","3712 COLLEGE AVE   64128 (39.058263, -94.545683)"
"1079562","11/06/2012","C","01/31/2019","10527 Palmer Ave","Kansas City","MO","64134","70694","Jackson","6","South","Hickman Mills South","38.932157","-94.499831","10527 Palmer Ave   64134 (38.932157, -94.499831)"
"1047334","08/17/2011","C","04/01/2015","4445 Indiana Ave","Kansas City","MO","64130","33861","Jackson","3","East","Oak Park Southeast","39.044378","-94.544584","4445 Indiana Ave   64130 (39.044378, -94.544584)"
"1154529","04/01/2016","C","03/06/2017","6916 Agnes Ave","Kansas City","MO","64132","2979","Jackson","5","Metro","Self Help Neighborhood Council","39.000897","-94.552449","6916 Agnes Ave   64132 (39.000897, -94.552449)"
"1063573","05/04/2012","C","06/05/2014","2631 Benton Blvd","Kansas City","MO","64127","16518","Jackson","3","East","Washington Wheatley","39.077678","-94.548549","2631 Benton Blvd   64127 (39.077678, -94.548549)"
"1076617","09/20/2012","C","08/21/2017","4928 Agnes Ave","Kansas City","MO","64130","35070","Jackson","3","Metro","North Town Fork Creek","39.036212","-94.55031","4928 Agnes Ave   64130 (39.036212, -94.55031)"
"1191725","01/22/2018","C","12/12/2018","1606 DRURY AVE","Kansas City","MO","64127","9288","Jackson","3","East","West Blue Valley","39.092525","-94.5186","1606 DRURY AVE   64127 (39.092525, -94.5186)"
"1166867","09/23/2016","C","06/28/2018","610 MYRTLE AVE","Kansas City","MO","64124","9533","Jackson","3","East","Lykins","39.105279","-94.535603","610 MYRTLE AVE   64124 (39.105279, -94.535603)"
"1064143","05/10/2012","C","06/01/2015","2537 WABASH AVE","Kansas City","MO","64127","14653","Jackson","3","East","Wendell Phillips","39.079395","-94.553221","2537 WABASH AVE   64127 (39.079395, -94.553221)"
"1188811","11/03/2017","C","04/17/2018","3605 Prospect Ave","Kansas City","MO","64128","28703","Jackson","3","East","Oak Park Northwest","39.060522","-94.552947","3605 Prospect Ave   64128 (39.060522, -94.552947)"
"1148803","11/12/2015","C","09/27/2017","4415 E 9th St","Kansas City","MO","64127","8296","Jackson","3","East","Lykins","39.101555","-94.529566","4415 E 9th St   64127 (39.101555, -94.529566)"
"1074306","08/30/2012","C","03/14/2019","3815 FLORA AVE","Kansas City","MO","64109","135023","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.056467","-94.565902","3815 FLORA AVE   64109 (39.056467, -94.565902)"
"1047854","08/19/2011","C","06/27/2013","4540 Park Ave","Kansas City","MO","64130","137455","Jackson","3","Central","Ivanhoe Southeast","39.043211","-94.558324","4540 Park Ave   64130 (39.043211, -94.558324)"
"1175329","04/10/2017","C","02/19/2019","8207 Paseo","Kansas City","MO","64132","117244","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.978141","-94.566839","8207 Paseo   64132 (38.978141, -94.566839)"
"1149743","12/09/2015","C","02/05/2019","2807 E 69th St","Kansas City","MO","64132","3085","Jackson","5","Metro","Self Help Neighborhood Council","39.001355","-94.554029","2807 E 69th St   64132 (39.001355, -94.554029)"
"1047755","08/19/2011","C","05/15/2018","5522 Park Ave","Kansas City","MO","64130","147521","Jackson","5","Metro","Blue Hills","39.02586","-94.559038","5522 Park Ave   64130 (39.02586, -94.559038)"
"1154508","03/31/2016","C","12/28/2016","6828 BELLEFONTAINE AVE","Kansas City","MO","64132","2798","Jackson","5","Metro","Self Help Neighborhood Council","39.002181","-94.551203","6828 BELLEFONTAINE AVE   64132 (39.002181, -94.551203)"
"1204950","08/13/2018","C","01/22/2019","5605 Bales Ave","Kansas City","MO","64130","36961","Jackson","5","Metro","North Town Fork Creek","39.02449","-94.544595","5605 Bales Ave   64130 (39.02449, -94.544595)"
"1171798","01/23/2017","C","12/12/2018","1522 Elmwood Ave","Kansas City","MO","64127","8613","Jackson","3","East","East Community Team North","39.093187","-94.529227","1522 Elmwood Ave   64127 (39.093187, -94.529227)"
"1174072","03/13/2017","C","10/29/2019","2605 CYPRESS AVE","Kansas City","MO","64127","19526","Jackson","3","East","East Community Team South","39.077951","-94.530575","2605 CYPRESS AVE   64127 (39.077951, -94.530575)"
"1195031","03/30/2018","C","06/20/2019","411 Monroe Ave","Kansas City","MO","64124","42197","Jackson","4","East","Scarritt Point","39.108902","-94.537287","411 Monroe Ave   64124 (39.108902, -94.537287)"
"1154172","03/25/2016","C","03/02/2017","2922 MONROE AVE","Kansas City","MO","64128","24070","Jackson","3","East","Ingleside","39.071937","-94.540437","2922 MONROE AVE   64128 (39.071937, -94.540437)"
"1231736","11/14/2019","C","12/17/2020","4900 Swope Pkwy","Kansas City","MO","64130","35455","Jackson","3","Metro","North Town Fork Creek","39.036359","-94.5448","4900 Swope Pkwy   64130 (39.036359, -94.5448)"
"1064713","05/16/2012","C","04/29/2014","2542 Woodland Ave","Kansas City","MO","64108","14011","Jackson","3","Central","Wendell Phillips","39.079487","-94.561965","2542 Woodland Ave   64108 (39.079487, -94.561965)"
"1145565","09/15/2015","C","10/13/2015","1708 E 41ST ST","Kansas City","MO","64110","135412","Jackson","3","Central","Ivanhoe Southwest","39.052389","-94.563569","1708 E 41ST ST   64110 (39.052389, -94.563569)"
"1166973","09/26/2016","C","08/16/2017","6737 SOUTH BENTON AVE","Kansas City","MO","64132","2971","Jackson","5","Metro","Self Help Neighborhood Council","39.003728","-94.552788","6737 SOUTH BENTON AVE   64132 (39.003728, -94.552788)"
"1156671","05/04/2016","C","12/20/2016","3831 E 6TH ST","Kansas City","MO","64124","9537","Jackson","3","East","Lykins","39.104845","-94.535768","3831 E 6TH ST   64124 (39.104845, -94.535768)"
"1047731","08/18/2011","C","04/01/2013","3525 AGNES AVE","Kansas City","MO","64128","28581","Jackson","3","East","Oak Park Northwest","39.061584","-94.548333","3525 AGNES AVE   64128 (39.061584, -94.548333)"
"1069720","07/26/2012","C","07/29/2013","4406 WABASH AVE","Kansas City","MO","64130","137150","Jackson","3","Central","Ivanhoe Southeast","39.046236","-94.555567","4406 WABASH AVE   64130 (39.046236, -94.555567)"
"1048512","08/24/2011","C","07/11/2017","2022 Wabash Ave","Kansas City","MO","64127","13023","Jackson","3","Central","Wendell Phillips","39.087244","-94.553475","2022 Wabash Ave   64127 (39.087244, -94.553475)"
"1126947","12/10/2014","C","02/15/2017","2306 SPRUCE AVE","Kansas City","MO","64127","19265","Jackson","3","East","East Community Team South","39.083385","-94.532993","2306 SPRUCE AVE   64127 (39.083385, -94.532993)"
"1241185","06/19/2020","C","07/21/2020","2408 Denver Ave","Kansas City","MO","64127","20400","Jackson","3","East","East Community Team South","39.081273","-94.522597","2408 Denver Ave   64127 (39.081273, -94.522597)"
"1056685","01/27/2012","C","11/13/2012","4004 Paseo","Kansas City","MO","64110","135652","Jackson","3","Central","Manheim Park","39.053916","-94.56798","4004 Paseo   64110 (39.053916, -94.56798)"
"1048895","08/30/2011","C","08/01/2014","5620 PARK AVE","Kansas City","MO","64130","147501","Jackson","5","Metro","Blue Hills","39.023765","-94.559175","5620 PARK AVE   64130 (39.023765, -94.559175)"
"1077867","10/03/2012","C","01/02/2014","4634 TRACY AVE","Kansas City","MO","64110","138024","Jackson","3","Central","Manheim Park","39.042178","-94.570891","4634 TRACY AVE   64110 (39.042178, -94.570891)"
"1047294","08/17/2011","C","08/04/2014","3818 E 10TH TER","Kansas City","MO","64127","10057","Jackson","3","East","Lykins","39.100498","-94.536636","3818 E 10TH TER   64127 (39.100498, -94.536636)"
"1061911","04/17/2012","C","02/28/2017","5617 E 36TH TER","Kansas City","MO","64128","30925","Jackson","3","East","Dunbar","39.058621","-94.5175","5617 E 36TH TER   64128 (39.058621, -94.5175)"
"1047693","08/18/2011","C","06/07/2017","5221 WALROND AVE","Kansas City","MO","64130","35942","Jackson","5","Metro","North Town Fork Creek","39.030887","-94.547632","5221 WALROND AVE   64130 (39.030887, -94.547632)"
"1101269","10/02/2013","C","06/24/2015","4447 South Benton Ave","Kansas City","MO","64130","34584","Jackson","3","East","Oak Park Southwest","39.044906","-94.55035","4447 South Benton Ave   64130 (39.044906, -94.55035)"
"1047162","08/17/2011","C","07/24/2013","4036 Prospect Ave","Kansas City","MO","64130","136521","Jackson","3","East","Ivanhoe Southeast","39.052214","-94.554119","4036 Prospect Ave   64130 (39.052214, -94.554119)"
"1229917","10/07/2019","O",,"2911 Monroe Ave","Kansas City","MO","64128","24064","Jackson","3","East","Ingleside","39.07225","-94.539767","2911 Monroe Ave   64128 (39.07225, -94.539767)"
"1074599","09/05/2012","C","09/18/2013","4328 BROOKLYN AVE","Kansas City","MO","64130","137229","Jackson","3","Central","Ivanhoe Southeast","39.047337","-94.558993","4328 BROOKLYN AVE   64130 (39.047337, -94.558993)"
"1047704","08/18/2011","C","02/29/2016","3317 BROOKLYN AVE","Kansas City","MO","64109","126520","Jackson","3","Central","Key Coalition","39.065786","-94.557331","3317 BROOKLYN AVE   64109 (39.065786, -94.557331)"
"1153384","03/10/2016","C","10/24/2017","2538 Chelsea Ave","Kansas City","MO","64127","19925","Jackson","3","East","East Community Team South","39.078507","-94.52703","2538 Chelsea Ave   64127 (39.078507, -94.52703)"
"1119849","08/07/2014","C","09/30/2014","3200 Independence Ave","Kansas City","MO","64124","41320","Jackson","4","East","Scarritt Point","39.106386","-94.544268","3200 Independence Ave   64124 (39.106386, -94.544268)"
"1179782","06/13/2017","C","09/06/2017","8600 Thompson Ave","Kansas City","MO","64125","46998","Jackson","4","East","North Blue Ridge","39.10583","-94.481985","8600 Thompson Ave   64125 (39.10583, -94.481985)"
"1047295","08/17/2011","C","03/14/2018","2512 Hardesty Ave","Kansas City","MO","64127","20536","Jackson","3","East","South Blue Valley","39.079013","-94.520421","2512 Hardesty Ave   64127 (39.079013, -94.520421)"
"1084407","03/04/2013","C","08/21/2014","3428 Olive St","Kansas City","MO","64109","126511","Jackson","3","Central","Key Coalition","39.063467","-94.555817","3428 Olive St   64109 (39.063467, -94.555817)"
"1154383","03/30/2016","C","12/08/2017","4215 E 41ST ST","Kansas City","MO","64130","31687","Jackson","3","East","Vineyard Northwest","39.051067","-94.534641","4215 E 41ST ST   64130 (39.051067, -94.534641)"
"1083236","02/04/2013","C","03/27/2017","5435 E 27TH TER","Kansas City","MO","64128","21509","Jackson","3","East","South Blue Valley","39.075082","-94.518826","5435 E 27TH TER   64128 (39.075082, -94.518826)"
"1047585","08/18/2011","C","11/01/2013","3824 PARK AVE","Kansas City","MO","64109","134229","Jackson","3","Central","Ivanhoe Northeast","39.056545","-94.557248","3824 PARK AVE   64109 (39.056545, -94.557248)"
"1048508","08/24/2011","C","10/17/2013","2321 Woodland Ave","Kansas City","MO","64127","14295","Jackson","3","Central","Wendell Phillips","39.083854","-94.561082","2321 Woodland Ave   64127 (39.083854, -94.561082)"
"1066973","06/14/2012","C","12/19/2013","3019 E 8th St","Kansas City","MO","64124","10262","Jackson","3","East","Independence Plaza","39.10302","-94.545269","3019 E 8th St   64124 (39.10302, -94.545269)"
"1222915","07/03/2019","C","10/23/2020","6107 E 8th St","Kansas City","MO","64125","5546","Jackson","4","East","Sheffield","39.102195","-94.509924","6107 E 8th St   64125 (39.102195, -94.509924)"
"1055414","12/29/2011","C","02/22/2017","2918 ASKEW AVE","Kansas City","MO","64128","23930","Jackson","3","East","Ingleside","39.07239","-94.541563","2918 ASKEW AVE   64128 (39.07239, -94.541563)"
"1047893","08/19/2011","C","08/12/2013","1115 E 40th St","Kansas City","MO","64110","135760","Jackson","3","Central","Manheim Park","39.054162","-94.571502","1115 E 40th St   64110 (39.054162, -94.571502)"
"1153947","03/22/2016","C","02/24/2017","3305 SPRUCE AVE","Kansas City","MO","64128","23216","Jackson","3","East","Knoches Park","39.065382","-94.533159","3305 SPRUCE AVE   64128 (39.065382, -94.533159)"
"1200654","06/12/2018","C","06/27/2019","3523 INDIANA AVE","Kansas City","MO","64128","27837","Jackson","3","East","Palestine West And Oak Park Northeast","39.061431","-94.543693","3523 INDIANA AVE   64128 (39.061431, -94.543693)"
"1047452","08/18/2011","C","10/08/2012","5611 Brooklyn Ave","Kansas City","MO","64130","147482","Jackson","5","Metro","Blue Hills","39.024359","-94.559619","5611 Brooklyn Ave   64130 (39.024359, -94.559619)"
"1171158","01/04/2017","C","08/24/2018","2929 Marsh Ave","Kansas City","MO","64129","47692","Jackson","3","East","Western Blue Township","39.069668","-94.48704","2929 Marsh Ave   64129 (39.069668, -94.48704)"
"1049023","08/30/2011","C","04/15/2014","2738 Olive St","Kansas City","MO","64109","26482","Jackson","3","Central","Key Coalition","39.075675","-94.555189","2738 Olive St   64109 (39.075675, -94.555189)"
"1131632","03/26/2015","C","09/27/2017","3240 AGNES AVE","Kansas City","MO","64128","25271","Jackson","3","East","Oak Park Northwest","39.066513","-94.548732","3240 AGNES AVE   64128 (39.066513, -94.548732)"
"1202110","07/02/2018","C","12/15/2020","3816 Fuller Ave","Kansas City","MO","64129","32619","Jackson","3","East","Leeds","39.055134","-94.508973","3816 Fuller Ave   64129 (39.055134, -94.508973)"
"1086549","04/05/2013","C","02/12/2014","11300 Wornall Rd","Kansas City","MO","64114","155387","Jackson","6","South","Foxcroft And Glen Arbor","38.922355","-94.593318","11300 Wornall Rd   64114 (38.922355, -94.593318)"
"1047678","08/18/2011","C","08/16/2017","4218 Bellefontaine Ave","Kansas City","MO","64130","30220","Jackson","3","East","Oak Park Southwest","39.049133","-94.548531","4218 Bellefontaine Ave   64130 (39.049133, -94.548531)"
"1054035","11/23/2011","C","06/13/2012","3500 E 58TH TER","Kansas City","MO",,"37218","Jackson",,,,"35.797519","-103.89058","3500 E 58TH TER    (35.797519, -103.89058)"
"1124224","10/10/2014","C","01/26/2015","4314 E 9TH ST","Kansas City","MO","64124","8214","Jackson","3","East","Lykins","39.102158","-94.530815","4314 E 9TH ST   64124 (39.102158, -94.530815)"
"1062186","04/19/2012","C","02/06/2015","1605 E 89TH TER","Kansas City","MO","64131","150817","Jackson","5","Metro","Legacy East","38.964526","-94.569559","1605 E 89TH TER   64131 (38.964526, -94.569559)"
"1109755","04/16/2014","C","01/12/2015","3729 Bellefontaine Ave","Kansas City","MO","64128","29164","Jackson","3","East","Oak Park Northwest","39.057748","-94.547451","3729 Bellefontaine Ave   64128 (39.057748, -94.547451)"
"1047721","08/18/2011","C","08/03/2016","3329 CLEVELAND AVE","Kansas City","MO","64128","26418","Jackson","3","East","Palestine East","39.064428","-94.538933","3329 CLEVELAND AVE   64128 (39.064428, -94.538933)"
"1103631","11/27/2013","C","10/21/2020","3028 OLIVE ST","Kansas City","MO","64109","26834","Jackson","3","Central","Key Coalition","39.070698","-94.555458","3028 OLIVE ST   64109 (39.070698, -94.555458)"
"1071432","08/13/2012","C","06/01/2017","3025 Mersington Ave","Kansas City","MO","64128","24127","Jackson","3","East","Ingleside","39.070276","-94.537506","3025 Mersington Ave   64128 (39.070276, -94.537506)"
"1152762","02/29/2016","C","10/25/2017","1548 CHELSEA AVE","Kansas City","MO","64127","8726","Jackson","3","East","East Community Team North","39.092644","-94.526023","1548 CHELSEA AVE   64127 (39.092644, -94.526023)"
"1212686","01/22/2019","C","01/26/2021","3918 Wabash Ave","Kansas City","MO","64130","136321","Jackson","3","Central","Ivanhoe Southeast","39.054775","-94.555077","3918 Wabash Ave   64130 (39.054775, -94.555077)"
"1131875","03/31/2015","C","03/21/2016","6425 E 14TH ST","Kansas City","MO","64126","6253","Jackson","3","East","East Blue Valley","39.094471","-94.506775","6425 E 14TH ST   64126 (39.094471, -94.506775)"
"1104820","01/06/2014","C","02/06/2014","406 BALES AVE","Kansas City","MO","64124","41869","Jackson","4","East","Scarritt Point","39.109275","-94.54061","406 BALES AVE   64124 (39.109275, -94.54061)"
"1047702","08/18/2011","C","12/19/2013","8017 College Ave","Kansas City","MO","64132","4783","Jackson","5","Metro","Marlborough East","38.980844","-94.549275","8017 College Ave   64132 (38.980844, -94.549275)"
"1166552","09/20/2016","C","12/06/2016","1101 CLEVELAND AVE","Kansas City","MO","64127","10234","Jackson","3","East","Lykins","39.099441","-94.537199","1101 CLEVELAND AVE   64127 (39.099441, -94.537199)"
"1153381","03/10/2016","C","08/31/2016","4504 E 25TH ST","Kansas City","MO","64127","19418","Jackson","3","East","East Community Team South","39.080185","-94.53047","4504 E 25TH ST   64127 (39.080185, -94.53047)"
"1126918","12/09/2014","C","05/01/2018","1215 FREMONT AVE","Kansas City","MO","64126","6060","Jackson","3","East","East Blue Valley","39.096921","-94.507453","1215 FREMONT AVE   64126 (39.096921, -94.507453)"
"1172346","02/02/2017","C","02/21/2020","1604 Ewing Ave","Kansas City","MO","64126","7195","Jackson","3","East","East Blue Valley","39.091623","-94.503765","1604 Ewing Ave   64126 (39.091623, -94.503765)"
"1250045","02/17/2021","C","04/05/2021","326 Bellaire Ave","Kansas City","MO","64123","46153","Jackson","4","East","South Indian Mound","39.109439","-94.513563","326 Bellaire Ave   64123 (39.109439, -94.513563)"
"1106221","02/10/2014","C","02/10/2014","929 Holmes St","Kansas City","MO","64106","208474","Jackson","4","Central","CBD Downtown","39.10236","-94.574382","929 Holmes St   64106 (39.10236, -94.574382)"
"1065229","05/22/2012","C","10/17/2013","701 E 34th St","Kansas City","MO","64109","128559","Jackson","4","Central","North Hyde Park","39.065552","-94.576061","701 E 34th St   64109 (39.065552, -94.576061)"
"1047898","08/19/2011","C","06/27/2013","4515 FOREST AVE","Kansas City","MO","64110","137932","Jackson","3","Central","Manheim Park","39.044659","-94.57117","4515 FOREST AVE   64110 (39.044659, -94.57117)"
"1075648","09/17/2012","C","01/08/2014","3831 GARFIELD AVE","Kansas City","MO","64130","134146","Jackson","3","Central","Ivanhoe Northeast","39.056535","-94.559327","3831 GARFIELD AVE   64130 (39.056535, -94.559327)"
"1109760","04/16/2014","C","12/02/2015","4439 Chestnut Ave","Kansas City","MO","64130","34678","Jackson","3","East","Oak Park Southwest","39.045108","-94.551495","4439 Chestnut Ave   64130 (39.045108, -94.551495)"
"1057313","02/10/2012","C","10/09/2014","3607 WHITE AVE","Kansas City","MO","64129","32456","Jackson","3","East","Dunbar","39.059108","-94.5139","3607 WHITE AVE   64129 (39.059108, -94.5139)"
"1205155","08/16/2018","C","08/16/2018","441 BELLEFONTAINE AVE","Kansas City","MO","64124","41264","Jackson","4","East","Scarritt Point","39.108266","-94.546598","441 BELLEFONTAINE AVE   64124 (39.108266, -94.546598)"
"1109932","04/21/2014","C","02/28/2017","3600 Lister Ave","Kansas City","MO","64128","31066","Jackson","3","East","Knoches Park","39.05996","-94.52944","3600 Lister Ave   64128 (39.05996, -94.52944)"
"1132921","04/17/2015","C","07/19/2017","2803 Highland Ave","Kansas City","MO","64109","27074","Jackson","3","Central","Mount Hope","39.07545","-94.562716","2803 Highland Ave   64109 (39.07545, -94.562716)"
"1154222","03/28/2016","C","10/04/2017","5628 Garfield Ave","Kansas City","MO","64130","147892","Jackson","5","Metro","Blue Hills","39.023873","-94.561505","5628 Garfield Ave   64130 (39.023873, -94.561505)"
"1050111","09/14/2011","C","04/21/2014","3822 E 10TH TER","Kansas City","MO","64127","10055","Jackson","3","East","Lykins","39.10049","-94.536399","3822 E 10TH TER   64127 (39.10049, -94.536399)"
"1054224","11/30/2011","C","08/08/2017","3708 E 93rd St","Kansas City","MO","64132","55854","Jackson","5","Metro","Hidden Valley","38.95799","-94.545546","3708 E 93rd St   64132 (38.95799, -94.545546)"
"1120162","08/12/2014","C","11/18/2014","8105 OLDHAM RD","Kansas City","MO","64138","55094","Jackson","5","Metro","Park Farms","38.976295","-94.502444","8105 OLDHAM RD   64138 (38.976295, -94.502444)"
"1169522","11/09/2016","C","06/06/2018","5613 PROSPECT AVE","Kansas City","MO","64130","36626","Jackson","5","Metro","North Town Fork Creek","39.024162","-94.554975","5613 PROSPECT AVE   64130 (39.024162, -94.554975)"
"1059920","03/28/2012","C","01/04/2016","7344 Forest Ave","Kansas City","MO","64131","114800","Jackson","5","Metro","East Meyer 6","38.993555","-94.574754","7344 Forest Ave   64131 (38.993555, -94.574754)"
"1171051","12/30/2016","C","12/18/2019","3240 Chestnut Ave","Kansas City","MO","64128","25212","Jackson","3","East","Oak Park Northwest","39.066481","-94.551038","3240 Chestnut Ave   64128 (39.066481, -94.551038)"
"1110778","05/05/2014","C","02/18/2015","2320 WOODLAND AVE","Kansas City","MO","64108","13575","Jackson","3","Central","Wendell Phillips","39.083851","-94.561738","2320 WOODLAND AVE   64108 (39.083851, -94.561738)"
"1080693","12/03/2012","C","02/15/2017","2322 DENVER AVE","Kansas City","MO","64127","20327","Jackson","3","East","East Community Team South","39.082568","-94.52258","2322 DENVER AVE   64127 (39.082568, -94.52258)"
"1241022","06/17/2020","C","04/13/2021","5631 E US 40 Hwy","Kansas City","MO","64128","23273","Jackson","3","East","Leeds","39.067594","-94.516752","5631 E US 40 Hwy   64128 (39.067594, -94.516752)"
"1120260","08/13/2014","C","10/01/2015","8006 Lydia Ave","Kansas City","MO","64131","116649","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.982466","-94.571845","8006 Lydia Ave   64131 (38.982466, -94.571845)"
"1108154","03/19/2014","C","05/23/2014","3000 E 70th St","Kansas City","MO","64132","3293","Jackson","5","Metro","Self Help Neighborhood Council","38.999764","-94.551807","3000 E 70th St   64132 (38.999764, -94.551807)"
"1064808","05/17/2012","C","04/15/2014","2734 OLIVE ST","Kansas City","MO","64109","26644","Jackson","3","Central","Key Coalition","39.075908","-94.555177","2734 OLIVE ST   64109 (39.075908, -94.555177)"
"1049004","08/30/2011","C","02/02/2017","2231 QUINCY AVE","Kansas City","MO","64127","17796","Jackson","3","East","East Community Team North","39.084074","-94.523015","2231 QUINCY AVE   64127 (39.084074, -94.523015)"
"1057088","02/06/2012","C","02/11/2013","5431 E 28th Ter","Kansas City","MO","64128","21654","Jackson","3","East","South Blue Valley","39.072907","-94.518839","5431 E 28th Ter   64128 (39.072907, -94.518839)"
"1078088","10/08/2012","C","06/11/2013","2805 Forest Ave","Kansas City","MO","64109","27170","Jackson","3","Central","Beacon Hills","39.075779","-94.569378","2805 Forest Ave   64109 (39.075779, -94.569378)"
"1128281","01/21/2015","C","04/21/2015","5626 Prospect Ave","Kansas City","MO","64130","147701","Jackson","5","Metro","Blue Hills","39.023599","-94.555763","5626 Prospect Ave   64130 (39.023599, -94.555763)"
"1130157","03/04/2015","C","07/16/2018","3604 SMART AVE","Kansas City","MO","64124","41866","Jackson","4","East","Scarritt Point","39.109768","-94.538422","3604 SMART AVE   64124 (39.109768, -94.538422)"
"1064690","05/16/2012","C","09/04/2014","2437 Brooklyn Ave","Kansas City","MO","64127","14093","Jackson","3","Central","Wendell Phillips","39.081774","-94.556649","2437 Brooklyn Ave   64127 (39.081774, -94.556649)"
"1060031","03/29/2012","C","07/13/2012","2432 CHELSEA AVE","Kansas City","MO","64127","19139","Jackson","3","East","East Community Team South","39.081014","-94.526899","2432 CHELSEA AVE   64127 (39.081014, -94.526899)"
"1224947","07/29/2019","C","04/23/2020","1327 Brooklyn Ave","Kansas City","MO","64127","12313","Jackson","3","Central","Independence Plaza","39.096664","-94.555811","1327 Brooklyn Ave   64127 (39.096664, -94.555811)"
"1092469","06/07/2013","C","04/02/2018","5606 E 34th Ter","Kansas City","MO","64128","23475","Jackson","3","East","Dunbar","39.062937","-94.518502","5606 E 34th Ter   64128 (39.062937, -94.518502)"
