"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1148688","11/09/2015","C","05/15/2018","4902 E 24TH ST","Kansas City","MO","64127","19014","Jackson","3","East","East Community Team South","39.082302","-94.526362","4902 E 24TH ST   64127 (39.082302, -94.526362)"
"1047681","08/18/2011","C","06/27/2012","1913 Indiana Ave","Kansas City","MO","64127","14956","Jackson","3","East","Washington Wheatley","39.088526","-94.542437","1913 Indiana Ave   64127 (39.088526, -94.542437)"
"1004891","01/14/2010","C","05/23/2014","1328 E 33rd St","Kansas City","MO","64109","125617","Jackson","3","Central","Center City","39.067039","-94.568129","1328 E 33rd St   64109 (39.067039, -94.568129)"
"1169749","11/17/2016","C","10/20/2017","1101 NE 47th St","Kansas City","MO","64116","207566","Clay","1","Shoal Creek","Davidson","39.179544","-94.566583","1101 NE 47th St   64116 (39.179544, -94.566583)"
"1143238","08/18/2015","C","02/02/2017","2440 CHELSEA AVE","Kansas City","MO","64127","19159","Jackson","3","East","East Community Team South","39.080543","-94.526923","2440 CHELSEA AVE   64127 (39.080543, -94.526923)"
"1235231","02/18/2020","C","12/09/2020","2716 Chelsea Ave","Kansas City","MO","64128","22108","Jackson","3","East","East Community Team South","39.075581","-94.527637","2716 Chelsea Ave   64128 (39.075581, -94.527637)"
"1077335","09/25/2012","C","07/08/2013","3418 OLIVE ST","Kansas City","MO","64109","126507","Jackson","3","Central","Key Coalition","39.063799","-94.5558","3418 OLIVE ST   64109 (39.063799, -94.5558)"
"1064125","05/10/2012","C","01/17/2017","2731 Olive St","Kansas City","MO","64109","26619","Jackson","3","Central","Key Coalition","39.075959","-94.55451","2731 Olive St   64109 (39.075959, -94.55451)"
"1126560","12/02/2014","C","03/14/2018","2422 KENSINGTON AVE","Kansas City","MO","64127","19336","Jackson","3","East","East Community Team South","39.08136","-94.532055","2422 KENSINGTON AVE   64127 (39.08136, -94.532055)"
"1098964","08/23/2013","C","09/19/2013","3240 Thompson Ave","Kansas City","MO","64124","41206","Jackson","4","East","Scarritt Point","39.108087","-94.542375","3240 Thompson Ave   64124 (39.108087, -94.542375)"
"1047635","08/18/2011","C","08/04/2014","5619 E 33RD TER","Kansas City","MO","64128","23451","Jackson","3","East","Dunbar","39.064135","-94.518056","5619 E 33RD TER   64128 (39.064135, -94.518056)"
"1051710","10/10/2011","C","03/18/2013","922 Jackson Ave","Kansas City","MO","64127","10187","Jackson","3","East","Lykins","39.101253","-94.533512","922 Jackson Ave   64127 (39.101253, -94.533512)"
"1048439","08/24/2011","C","02/12/2015","2614 MONTGALL AVE","Kansas City","MO","64127","16416","Jackson","3","East","Washington Wheatley","39.078324","-94.551575","2614 MONTGALL AVE   64127 (39.078324, -94.551575)"
"1126422","11/25/2014","C","12/16/2015","7928 SOUTH BENTON AVE","Kansas City","MO","64132","4914","Jackson","5","Metro","Marlborough East","38.982385","-94.554531","7928 SOUTH BENTON AVE   64132 (38.982385, -94.554531)"
"1069721","07/26/2012","C","06/08/2017","2941 POPLAR AVE","Kansas City","MO","64128","22752","Jackson","3","East","Knoches Park","39.071308","-94.526448","2941 POPLAR AVE   64128 (39.071308, -94.526448)"
"1139685","07/07/2015","C","08/28/2015","2610 Agnes Ave","Kansas City","MO","64127","16505","Jackson","3","East","Washington Wheatley","39.078285","-94.548071","2610 Agnes Ave   64127 (39.078285, -94.548071)"
"1105281","01/16/2014","C","02/20/2014","2541 Brighton Ave","Kansas City","MO","64127","20495","Jackson","3","East","East Community Team South","39.078312","-94.524443","2541 Brighton Ave   64127 (39.078312, -94.524443)"
"1126410","11/25/2014","C","12/12/2018","2639 Norton Ave","Kansas City","MO","64127","17570","Jackson","3","East","East Community Team South","39.07712","-94.534893","2639 Norton Ave   64127 (39.07712, -94.534893)"
"1120255","08/13/2014","C","10/01/2015","2045 E Gregory Blvd","Kansas City","MO","64132","115153","Jackson","5","Metro","East Meyer 7","38.997973","-94.561989","2045 E Gregory Blvd   64132 (38.997973, -94.561989)"
"1231282","11/01/2019","C","07/26/2021","5004 Walrond Ave","Kansas City","MO","64130","35344","Jackson","3","Metro","North Town Fork Creek","39.035089","-94.548049","5004 Walrond Ave   64130 (39.035089, -94.548049)"
"1047764","08/19/2011","C","10/08/2012","5101 Euclid Ave","Kansas City","MO","64130","145588","Jackson","5","Metro","Blue Hills","39.033896","-94.561401","5101 Euclid Ave   64130 (39.033896, -94.561401)"
"1231307","11/04/2019","C","06/04/2021","4101 E 26th St","Kansas City","MO","64127","17567","Jackson","3","East","East Community Team South","39.078134","-94.535019","4101 E 26th St   64127 (39.078134, -94.535019)"
"1059017","03/14/2012","C","12/11/2013","4422 WAYNE AVE","Kansas City","MO","64110","137551","Jackson","3","Central","Ivanhoe Southwest","39.045696","-94.566084","4422 WAYNE AVE   64110 (39.045696, -94.566084)"
"1141853","08/03/2015","C","09/27/2017","3036 WALROND AVE","Kansas City","MO","64128","24831","Jackson","3","East","Santa Fe","39.070043","-94.546315","3036 WALROND AVE   64128 (39.070043, -94.546315)"
"1066238","06/05/2012","C","11/07/2013","3929 MANHEIM RD","Kansas City","MO","64110","135683","Jackson","3","Central","Manheim Park","39.05486","-94.568352","3929 MANHEIM RD   64110 (39.05486, -94.568352)"
"1242047","07/06/2020","C","07/30/2020","1929 Elmwood Ave","Kansas City","MO","64127","18298","Jackson","3","East","East Community Team North","39.087501","-94.528945","1929 Elmwood Ave   64127 (39.087501, -94.528945)"
"1133670","04/29/2015","C","09/02/2015","3615 Bellaire Ave","Kansas City","MO","64129","32497","Jackson","3","East","Dunbar","39.058725","-94.515033","3615 Bellaire Ave   64129 (39.058725, -94.515033)"
"1164668","08/25/2016","C","12/21/2016","2611 E 35th St","Kansas City","MO","64128","28817","Jackson","3","East","Oak Park Northwest","39.062288","-94.552542","2611 E 35th St   64128 (39.062288, -94.552542)"
"1097119","07/29/2013","C","10/22/2015","2834 BRIGHTON AVE","Kansas City","MO","64128","22180","Jackson","3","East","East Community Team South","39.073296","-94.525809","2834 BRIGHTON AVE   64128 (39.073296, -94.525809)"
"1229934","10/07/2019","C","09/16/2020","2914 Monroe Ave","Kansas City","MO","64128","24067","Jackson","3","East","Ingleside","39.072193","-94.540425","2914 Monroe Ave   64128 (39.072193, -94.540425)"
"1169532","11/09/2016","C","08/06/2021","5630 Brooklyn Ave","Kansas City","MO","64130","147856","Jackson","5","Metro","Blue Hills","39.02324","-94.560391","5630 Brooklyn Ave   64130 (39.02324, -94.560391)"
"1231608","11/12/2019","C","12/18/2019","4831 Brooklyn Ave","Kansas City","MO","64130","138496","Jackson","3","Metro","Blue Hills","39.037913","-94.558825","4831 Brooklyn Ave   64130 (39.037913, -94.558825)"
"1047670","08/18/2011","C","02/29/2016","3430 OLIVE ST","Kansas City","MO","64109","126512","Jackson","3","Central","Key Coalition","39.063389","-94.555821","3430 OLIVE ST   64109 (39.063389, -94.555821)"
"1069083","07/16/2012","C","08/20/2012","4208 E 58TH ST","Kansas City","MO","64130","38040","Jackson","5","Metro","Swope Parkway-Elmwood","39.020694","-94.536554","4208 E 58TH ST   64130 (39.020694, -94.536554)"
"1182061","07/17/2017","C","09/03/2020","2831 TOPPING AVE","Kansas City","MO","64129","21265","Jackson","3","East","South Blue Valley","39.07299","-94.51546","2831 TOPPING AVE   64129 (39.07299, -94.51546)"
"1127698","01/05/2015","C","01/09/2019","4226 Agnes Ave","Kansas City","MO","64130","29911","Jackson","3","East","Oak Park Southwest","39.048903","-94.549657","4226 Agnes Ave   64130 (39.048903, -94.549657)"
"1047530","08/18/2011","C","12/14/2016","5734 PROSPECT AVE","Kansas City","MO","64130","148403","Jackson","5","Metro","Blue Hills","39.021464","-94.555891","5734 PROSPECT AVE   64130 (39.021464, -94.555891)"
"1039237","05/15/2011","C","03/22/2016","3326 WOODLAND AVE","Kansas City","MO","64109","251210","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.065504","-94.562663","3326 WOODLAND AVE   64109 (39.065504, -94.562663)"
"1240038","06/03/2020","C","07/01/2020","1815 E 82nd St","Kansas City","MO","64132","117240","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.97826","-94.566149","1815 E 82nd St   64132 (38.97826, -94.566149)"
"1127440","12/24/2014","C","04/02/2018","5831 Indiana Ave","Kansas City","MO","64130","37148","Jackson","5","Metro","North Town Fork Creek","39.019558","-94.546046","5831 Indiana Ave   64130 (39.019558, -94.546046)"
"1120316","08/14/2014","C","02/10/2016","8109 Highland Ave","Kansas City","MO","64131","116459","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.980433","-94.567838","8109 Highland Ave   64131 (38.980433, -94.567838)"
"1047373","08/17/2011","C","07/26/2017","4217 South Benton Ave","Kansas City","MO","64130","29931","Jackson","3","East","Oak Park Southwest","39.049294","-94.550107","4217 South Benton Ave   64130 (39.049294, -94.550107)"
"1128715","01/28/2015","C","09/03/2015","3900 Jackson Ave","Kansas City","MO","64130","30415","Jackson","3","East","Vineyard Northwest","39.054594","-94.535401","3900 Jackson Ave   64130 (39.054594, -94.535401)"
"1233834","01/13/2020","C","02/26/2020","5117 E 31st St","Kansas City","MO","64128","23300","Jackson","3","East","Boulevard Village","39.068289","-94.523515","5117 E 31st St   64128 (39.068289, -94.523515)"
"1208549","10/04/2018","C","09/09/2019","5820 Colorado Ave","Kansas City","MO","64130","38207","Jackson","5","Metro","Swope Parkway-Elmwood","39.019235","-94.525111","5820 Colorado Ave   64130 (39.019235, -94.525111)"
"1152746","02/29/2016","C","01/25/2017","613 EWING AVE","Kansas City","MO","64125","5052","Jackson","4","East","Sheffield","39.103988","-94.502482","613 EWING AVE   64125 (39.103988, -94.502482)"
"1064113","05/10/2012","C","03/02/2015","2508 OLIVE ST","Kansas City","MO","64127","14755","Jackson","3","Central","Wendell Phillips","39.080411","-94.554933","2508 OLIVE ST   64127 (39.080411, -94.554933)"
"1082594","01/18/2013","C","07/17/2019","4209 VIRGINIA AVE","Kansas City","MO","64110","135810","Jackson","3","Central","Manheim Park","39.050172","-94.568647","4209 VIRGINIA AVE   64110 (39.050172, -94.568647)"
"1159841","06/14/2016","C","10/29/2019","2726 Elmwood Ave","Kansas City","MO","64128","22253","Jackson","3","East","East Community Team South","39.07527","-94.529852","2726 Elmwood Ave   64128 (39.07527, -94.529852)"
"1154812","04/07/2016","C","07/11/2018","3801 Monroe Ave","Kansas City","MO","64128","28173","Jackson","3","East","Palestine West And Oak Park Northeast","39.056689","-94.540488","3801 Monroe Ave   64128 (39.056689, -94.540488)"
"1213935","02/26/2019","C","05/02/2019","2800 Mersington Ave","Kansas City","MO","64128","23618","Jackson","3","East","Ingleside","39.074714","-94.537921","2800 Mersington Ave   64128 (39.074714, -94.537921)"
"1047349","08/17/2011","C","05/31/2013","3924 CHESTNUT AVE","Kansas City","MO","64130","29693","Jackson","3","East","Oak Park Southwest","39.054437","-94.55167","3924 CHESTNUT AVE   64130 (39.054437, -94.55167)"
"1047320","08/17/2011","C","10/23/2014","4202 E 7TH ST","Kansas City","MO","64124","9501","Jackson","3","East","Lykins","39.104132","-94.53268","4202 E 7TH ST   64124 (39.104132, -94.53268)"
"1126406","11/25/2014","C","02/02/2017","2327 LAWN AVE","Kansas City","MO","64127","19067","Jackson","3","East","East Community Team South","39.082766","-94.528329","2327 LAWN AVE   64127 (39.082766, -94.528329)"
"1106524","02/12/2014","C","08/28/2014","1606 Elmwood Ave","Kansas City","MO","64127","8650","Jackson","3","East","East Community Team North","39.092075","-94.529284","1606 Elmwood Ave   64127 (39.092075, -94.529284)"
"1047451","08/18/2011","C","04/02/2018","5630 Highland Ave","Kansas City","MO","64110","146791","Jackson","5","Metro","Blue Hills","39.023918","-94.566161","5630 Highland Ave   64110 (39.023918, -94.566161)"
"1130057","03/02/2015","C","08/01/2018","4535 Agnes Ave","Kansas City","MO","64130","34780","Jackson","3","East","Oak Park Southwest","39.043158","-94.549805","4535 Agnes Ave   64130 (39.043158, -94.549805)"
"1120253","08/13/2014","C","07/07/2015","8309 Flora Ave","Kansas City","MO","64131","122193","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.97664","-94.570335","8309 Flora Ave   64131 (38.97664, -94.570335)"
"1183745","08/09/2017","C","10/10/2019","4613 Agnes Ave","Kansas City","MO","64130","34697","Jackson","3","East","Oak Park Southwest","39.041924","-94.549867","4613 Agnes Ave   64130 (39.041924, -94.549867)"
"1149137","11/19/2015","C","11/07/2016","3235 Troost Ave","Kansas City","MO","64109","220692","Jackson","3","Central","Center City","39.067392","-94.57084","3235 Troost Ave   64109 (39.067392, -94.57084)"
"1188931","11/07/2017","C","09/03/2019","3215 E 27th St","Kansas City","MO","64128","24355","Jackson","3","East","Santa Fe","39.076527","-94.545212","3215 E 27th St   64128 (39.076527, -94.545212)"
"1250151","02/25/2021","C","01/03/2022","4144 Brooklyn Ave","Kansas City","MO","64130","136776","Jackson","3","Central","Ivanhoe Southeast","39.050368","-94.558836","4144 Brooklyn Ave   64130 (39.050368, -94.558836)"
"1223644","07/15/2019","C","02/19/2020","1129 Oakley Ave","Kansas City","MO","64127","7694","Jackson","4","East","Sheffield","39.097813","-94.516584","1129 Oakley Ave   64127 (39.097813, -94.516584)"
"1142398","08/07/2015","C","04/03/2019","4548 Prospect Ave","Kansas City","MO","64130","137331","Jackson","3","East","Ivanhoe Southeast","39.04295","-94.554626","4548 Prospect Ave   64130 (39.04295, -94.554626)"
"1202107","07/02/2018","C","07/25/2018","3820 FULLER AVE","Kansas City","MO","64129","32620","Jackson","3","East","Leeds","39.054995","-94.508979","3820 FULLER AVE   64129 (39.054995, -94.508979)"
"1154530","04/01/2016","C","06/27/2017","3827 E 71ST TER","Kansas City","MO","64132","3925","Jackson","5","Metro","Noble And Gregory Ridge","38.99631","-94.541447","3827 E 71ST TER   64132 (38.99631, -94.541447)"
"1186718","09/22/2017","C","11/22/2017","3521 Smart Ave","Kansas City","MO","64124","41980","Jackson","4","East","Scarritt Point","39.109279","-94.539202","3521 Smart Ave   64124 (39.109279, -94.539202)"
"1075151","09/12/2012","C","08/28/2015","716 N MONTGALL AVE","Kansas City","MO","64120","38871","Jackson","4","East","Northeast Industrial District","39.121428","-94.549441","716 N MONTGALL AVE   64120 (39.121428, -94.549441)"
"1091858","06/03/2013","C","03/24/2016","5010 E 8th St","Kansas City","MO","64124","7394","Jackson","3","East","Lykins","39.102808","-94.523072","5010 E 8th St   64124 (39.102808, -94.523072)"
"1087191","04/16/2013","C","05/24/2013","8715 INDEPENDENCE AVE","Kansas City","MO","64125","47182","Jackson","4","East","North Blue Ridge","39.103439","-94.479768","8715 INDEPENDENCE AVE   64125 (39.103439, -94.479768)"
"1214511","03/11/2019","C","10/04/2019","5544 Bonita Ave","Kansas City","MO","64128","21593","Jackson","3","East","South Blue Valley","39.074032","-94.518223","5544 Bonita Ave   64128 (39.074032, -94.518223)"
"1077447","09/26/2012","C","09/20/2018","4007 Harrison St","Kansas City","MO","64110","133113","Jackson","4","Central","South Hyde Park","39.053942","-94.573096","4007 Harrison St   64110 (39.053942, -94.573096)"
"1135358","05/18/2015","C","09/05/2017","1700 Cypress Ave","Kansas City","MO","64127","18455","Jackson","3","East","East Community Team North","39.090672","-94.530379","1700 Cypress Ave   64127 (39.090672, -94.530379)"
"1153945","03/22/2016","C","02/16/2017","3125 ELMWOOD AVE","Kansas City","MO","64128","22902","Jackson","3","East","Knoches Park","39.068146","-94.529592","3125 ELMWOOD AVE   64128 (39.068146, -94.529592)"
"1092938","06/12/2013","C","06/10/2014","5400 Wabash Ave","Kansas City","MO","64130","145958","Jackson","5","Metro","Blue Hills","39.028283","-94.556561","5400 Wabash Ave   64130 (39.028283, -94.556561)"
"1067524","06/22/2012","C","06/01/2015","2814 MYRTLE AVE","Kansas City","MO","64128","23585","Jackson","3","East","Ingleside","39.074195","-94.536821","2814 MYRTLE AVE   64128 (39.074195, -94.536821)"
"1214513","03/11/2019","C","08/13/2020","5014 Agnes Ave","Kansas City","MO","64130","35158","Jackson","3","Metro","North Town Fork Creek","39.03487","-94.550375","5014 Agnes Ave   64130 (39.03487, -94.550375)"
"1151174","01/25/2016","C","03/13/2019","3737 N BRIGHTON AVE","Kansas City","MO","64117","78741","Clay","1","Shoal Creek","Chouteau Estates","39.16241","-94.520207","3737 N BRIGHTON AVE   64117 (39.16241, -94.520207)"
"1154396","03/30/2016","C","12/20/2016","4004 JACKSON AVE","Kansas City","MO","64130","30463","Jackson","3","East","Vineyard Northwest","39.052697","-94.535626","4004 JACKSON AVE   64130 (39.052697, -94.535626)"
"1225380","08/05/2019","C","09/04/2019","5407 E 29th St","Kansas City","MO","64128","21948","Jackson","3","East","South Blue Valley","39.07221","-94.51986","5407 E 29th St   64128 (39.07221, -94.51986)"
"1047147","08/17/2011","C","06/13/2012","2912 E 49TH ST","Kansas City","MO","64130","35031","Jackson","3","Metro","North Town Fork Creek","39.037442","-94.550568","2912 E 49TH ST   64130 (39.037442, -94.550568)"
"1154192","03/25/2016","C","04/19/2017","1810 E 41st St","Kansas City","MO","64130","136536","Jackson","3","Central","Ivanhoe Southwest","39.052395","-94.562504","1810 E 41st St   64130 (39.052395, -94.562504)"
"1106919","02/21/2014","C","09/11/2017","6626 E 13TH ST","Kansas City","MO","64126","7003","Jackson","3","East","East Blue Valley","39.095793","-94.504141","6626 E 13TH ST   64126 (39.095793, -94.504141)"
"1113883","06/02/2014","C","09/27/2017","5601 Brooklyn Ave","Kansas City","MO","64130","147478","Jackson","5","Metro","Blue Hills","39.024753","-94.559592","5601 Brooklyn Ave   64130 (39.024753, -94.559592)"
"1048134","08/22/2011","C","12/11/2013","3012 Belleview Ave","Kansas City","MO","64108","128831","Jackson","4","Central","Westside South","39.072782","-94.597135","3012 Belleview Ave   64108 (39.072782, -94.597135)"
"1069717","07/26/2012","C","06/19/2014","3708 BROOKLYN AVE","Kansas City","MO","64109","134077","Jackson","3","Central","Ivanhoe Northeast","39.059167","-94.558192","3708 BROOKLYN AVE   64109 (39.059167, -94.558192)"
"1082219","01/10/2013","C","02/25/2019","2457 Montgall Ave","Kansas City","MO","64127","16261","Jackson","3","East","Washington Wheatley","39.080906","-94.550827","2457 Montgall Ave   64127 (39.080906, -94.550827)"
"1088476","05/03/2013","C","11/14/2014","1201 E 79TH ST","Kansas City","MO","64131","116656","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.983955","-94.57467","1201 E 79TH ST   64131 (38.983955, -94.57467)"
"1079064","10/25/2012","C","12/18/2017","4529 AGNES AVE","Kansas City","MO","64130","34778","Jackson","3","East","Oak Park Southwest","39.04335","-94.549796","4529 AGNES AVE   64130 (39.04335, -94.549796)"
"1047541","08/18/2011","C","06/30/2017","2327 Bellefontaine Ave","Kansas City","MO","64127","15918","Jackson","3","East","Washington Wheatley","39.083292","-94.54622","2327 Bellefontaine Ave   64127 (39.083292, -94.54622)"
"1080524","11/27/2012","C","03/21/2017","2218 DRURY AVE","Kansas City","MO","64127","18004","Jackson","3","East","South Blue Valley","39.084356","-94.519019","2218 DRURY AVE   64127 (39.084356, -94.519019)"
"1048445","08/24/2011","C","10/08/2012","3419 WABASH AVE","Kansas City","MO","64128","126474","Jackson","3","East","Key Coalition","39.063694","-94.553971","3419 WABASH AVE   64128 (39.063694, -94.553971)"
"1101741","10/14/2013","C","10/22/2015","3429 CHESTNUT AVE","Kansas City","MO","64128","25466","Jackson","3","East","Oak Park Northwest","39.063266","-94.550527","3429 CHESTNUT AVE   64128 (39.063266, -94.550527)"
"1166877","09/23/2016","C","07/17/2017","2525 LISTER AVE","Kansas City","MO","64127","19902","Jackson","3","East","East Community Team South","39.079071","-94.527404","2525 LISTER AVE   64127 (39.079071, -94.527404)"
"1050375","09/19/2011","C","06/23/2016","2723 E 35TH TER","Kansas City","MO","64128","28693","Jackson","3","East","Oak Park Northwest","39.060978","-94.551071","2723 E 35TH TER   64128 (39.060978, -94.551071)"
"1204685","08/08/2018","C","09/01/2020","1407 E 27th St","Kansas City","MO","64109","27145","Jackson","3","Central","Beacon Hills","39.077276","-94.566064","1407 E 27th St   64109 (39.077276, -94.566064)"
"1216148","04/05/2019","C","05/21/2019","2800 Oakley Ave","Kansas City","MO","64128","21567","Jackson","3","East","South Blue Valley","39.074442","-94.518276","2800 Oakley Ave   64128 (39.074442, -94.518276)"
"1215044","03/19/2019","C","05/01/2019","2806 Poplar Ave","Kansas City","MO","64128","22158","Jackson","3","East","East Community Team South","39.074093","-94.526716","2806 Poplar Ave   64128 (39.074093, -94.526716)"
"1236839","03/17/2020","C","05/18/2020","8600 E 97th Ter","Kansas City","MO","64134","70058","Jackson","5","South","Robandee South","38.947816","-94.489827","8600 E 97th Ter   64134 (38.947816, -94.489827)"
"1047312","08/17/2011","C","05/17/2018","4148 E 6TH ST","Kansas City","MO","64124","7998","Jackson","3","East","Lykins","39.105003","-94.531902","4148 E 6TH ST   64124 (39.105003, -94.531902)"
"1047221","08/17/2011","C","01/04/2016","2823 E 9TH ST","Kansas City","MO","64127","10795","Jackson","3","East","Independence Plaza","39.102118","-94.548088","2823 E 9TH ST   64127 (39.102118, -94.548088)"
"1047423","08/18/2011","C","08/02/2013","1525 E 50TH ST","Kansas City","MO","64110","138354","Jackson","3","Metro","Blue Hills","39.03575","-94.565843","1525 E 50TH ST   64110 (39.03575, -94.565843)"
"1216584","04/12/2019","C","11/17/2020","1408 Hardesty Ave","Kansas City","MO","64127","9153","Jackson","3","East","West Blue Valley","39.095464","-94.519586","1408 Hardesty Ave   64127 (39.095464, -94.519586)"
"1073963","08/27/2012","C","05/09/2013","4632 TRACY AVE","Kansas City","MO","64110","138025","Jackson","3","Central","Manheim Park","39.042316","-94.570883","4632 TRACY AVE   64110 (39.042316, -94.570883)"
"1169471","11/09/2016","C","09/12/2018","1826 E 22ND ST","Kansas City","MO","64127","13006","Jackson","3","Central","Wendell Phillips","39.086064","-94.560036","1826 E 22ND ST   64127 (39.086064, -94.560036)"
"1145320","09/11/2015","C","02/28/2017","2822 Cypress Ave","Kansas City","MO","64128","22291","Jackson","3","East","East Community Team South","39.073679","-94.530919","2822 Cypress Ave   64128 (39.073679, -94.530919)"
"1189001","11/08/2017","C","11/28/2017","8606 THOMPSON AVE","Kansas City","MO","64125","46995","Jackson","4","East","North Blue Ridge","39.105825","-94.481617","8606 THOMPSON AVE   64125 (39.105825, -94.481617)"
"1153941","03/22/2016","C","03/02/2017","2921 KENSINGTON AVE","Kansas City","MO","64128","22576","Jackson","3","East","Knoches Park","39.071974","-94.531539","2921 KENSINGTON AVE   64128 (39.071974, -94.531539)"
"1153940","03/22/2016","C","01/26/2017","2934 LISTER AVE","Kansas City","MO","64128","22801","Jackson","3","East","Knoches Park","39.071723","-94.528878","2934 LISTER AVE   64128 (39.071723, -94.528878)"
"1074593","09/05/2012","C","07/26/2013","4013 PARK AVE","Kansas City","MO","64130","136469","Jackson","3","Central","Ivanhoe Southeast","39.053208","-94.556856","4013 PARK AVE   64130 (39.053208, -94.556856)"
"1048491","08/24/2011","C","11/17/2014","2644 Colorado Ave","Kansas City","MO","64127","20463","Jackson","3","East","East Community Team South","39.076583","-94.521755","2644 Colorado Ave   64127 (39.076583, -94.521755)"
"1047836","08/19/2011","C","07/30/2015","3031 E 60TH ST","Kansas City","MO","64130","975","Jackson","5","Metro","South Town Fork Creek","39.017155","-94.549803","3031 E 60TH ST   64130 (39.017155, -94.549803)"
"1047666","08/18/2011","C","06/10/2014","5409 Wabash Ave","Kansas City","MO","64130","145955","Jackson","5","Metro","Blue Hills","39.028023","-94.555908","5409 Wabash Ave   64130 (39.028023, -94.555908)"
"1215287","03/22/2019","C","06/14/2019","5909 Wabash Ave","Kansas City","MO","64130","104442","Jackson","5","Metro","Blue Hills","39.018884","-94.556608","5909 Wabash Ave   64130 (39.018884, -94.556608)"
"1048123","08/20/2011","C","02/24/2014","3232 E 6TH ST","Kansas City","MO","64124","10347","Jackson","3","East","Lykins","39.105373","-94.542275","3232 E 6TH ST   64124 (39.105373, -94.542275)"
"1222293","06/26/2019","C","08/23/2019","8610 Woodland Ave","Kansas City","MO","64131","150643","Jackson","5","Metro","Legacy East","38.970315","-94.567846","8610 Woodland Ave   64131 (38.970315, -94.567846)"
"1126405","11/25/2014","C","12/01/2017","2329 LAWN AVE","Kansas City","MO","64127","19066","Jackson","3","East","East Community Team South","39.08267","-94.528334","2329 LAWN AVE   64127 (39.08267, -94.528334)"
"1132019","04/02/2015","C","02/10/2016","1223 ASKEW AVE","Kansas City","MO","64127","11356","Jackson","3","East","Lykins","39.097549","-94.539623","1223 ASKEW AVE   64127 (39.097549, -94.539623)"
"1056170","01/17/2012","C","12/15/2014","8305 Holmes Rd","Kansas City","MO","64131","121495","Jackson","5","Metro","Rockhill Manor","38.976527","-94.580641","8305 Holmes Rd   64131 (38.976527, -94.580641)"
"1100592","09/19/2013","C","02/07/2014","4611 Wabash Ave","Kansas City","MO","64130","137340","Jackson","3","East","Ivanhoe Southeast","39.042348","-94.555117","4611 Wabash Ave   64130 (39.042348, -94.555117)"
"1226578","08/19/2019","C","11/17/2020","4408 E 24th St","Kansas City","MO","64127","19330","Jackson","3","East","East Community Team South","39.082437","-94.531258","4408 E 24th St   64127 (39.082437, -94.531258)"
"1154224","03/28/2016","C","12/09/2016","3620 BELLAIRE AVE","Kansas City","MO","64129","32480","Jackson","3","East","Dunbar","39.058405","-94.515651","3620 BELLAIRE AVE   64129 (39.058405, -94.515651)"
"1225560","08/06/2019","C","09/11/2019","3826 Chestnut Ave","Kansas City","MO","64128","28962","Jackson","3","East","Oak Park Northwest","39.056235","-94.551556","3826 Chestnut Ave   64128 (39.056235, -94.551556)"
"1083358","02/06/2013","C","07/26/2013","3941 Woodland Ave","Kansas City","MO","64130","136555","Jackson","3","Central","Ivanhoe Southwest","39.054144","-94.562649","3941 Woodland Ave   64130 (39.054144, -94.562649)"
"1164663","08/25/2016","C","12/21/2016","2610 E 27TH ST","Kansas City","MO","64127","16430","Jackson","3","East","Washington Wheatley","39.077257","-94.551768","2610 E 27TH ST   64127 (39.077257, -94.551768)"
"1122413","09/11/2014","C","12/28/2016","8305 Wabash Ave","Kansas City","MO","64132","121905","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.975908","-94.558854","8305 Wabash Ave   64132 (38.975908, -94.558854)"
"1215527","03/27/2019","C","06/21/2019","3537 Flora Ave","Kansas City","MO","64109","134490","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.061611","-94.565616","3537 Flora Ave   64109 (39.061611, -94.565616)"
"1050963","09/27/2011","C","12/18/2013","3313 E 24th Ter","Kansas City","MO","64127","16083","Jackson","3","East","Washington Wheatley","39.081537","-94.543802","3313 E 24th Ter   64127 (39.081537, -94.543802)"
"1224421","07/22/2019","C","09/08/2020","2008 E 13th St","Kansas City","MO","64127","12417","Jackson","3","Central","Forgotten Homes","39.097944","-94.557787","2008 E 13th St   64127 (39.097944, -94.557787)"
"1234136","01/21/2020","C","02/19/2020","6819 E 12th Ter","Kansas City","MO","64126","7012","Jackson","3","East","East Blue Valley","39.096145","-94.502462","6819 E 12th Ter   64126 (39.096145, -94.502462)"
"1153946","03/22/2016","C","02/16/2017","3137 ELMWOOD AVE","Kansas City","MO","64128","22906","Jackson","3","East","Knoches Park","39.067763","-94.52961","3137 ELMWOOD AVE   64128 (39.067763, -94.52961)"
"1168942","10/28/2016","C","07/12/2018","2206 E 34th St","Kansas City","MO","64109","126533","Jackson","3","Central","Key Coalition","39.064747","-94.557268","2206 E 34th St   64109 (39.064747, -94.557268)"
